,region,customer_lifetime_value,response,coverage,education,effective_to_date,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
6207,north west,4523,no,basic,high school or below,2/13/11,feb,employed,m,74935,rural,married,112,15,62,0,1,corporate auto,corporate l3,offer2,branch,192,suv,medsize
6208,north west,14616,no,extended,master,1/5/11,jan,employed,m,25358,suburban,single,126,1,13,0,2,personal auto,personal l1,offer4,branch,750,suv,medsize
6209,west region,4446,no,basic,high school or below,2/24/11,feb,unemployed,m,91681,suburban,single,61,32,42,0,3,personal auto,personal l1,offer1,branch,616,four-door car,medsize
6210,west region,6464,no,extended,high school or below,1/26/11,jan,unemployed,f,28739,suburban,single,89,33,98,0,3,personal auto,personal l2,offer1,branch,640,two-door car,small
6211,west region,2168,no,basic,high school or below,1/6/11,jan,unemployed,m,26288,suburban,single,63,1,56,0,1,personal auto,personal l3,offer2,agent,453,four-door car,medsize
6212,west region,12519,no,basic,bachelor,2/7/11,feb,employed,m,34179,suburban,married,107,15,26,0,2,corporate auto,corporate l3,offer2,web,770,sports car,medsize
6213,central,4416,no,basic,bachelor,1/26/11,jan,employed,m,61953,urban,divorced,113,5,63,0,1,personal auto,personal l3,offer3,branch,497,suv,medsize
6214,central,7343,no,basic,college,1/5/11,jan,unemployed,f,65417,suburban,single,68,16,57,0,2,personal auto,personal l1,offer2,call center,479,four-door car,medsize
6215,central,10481,no,extended,high school or below,1/28/11,jan,employed,f,39102,rural,married,88,11,98,0,2,personal auto,personal l3,offer3,agent,152,four-door car,medsize
6216,east,4570,no,basic,bachelor,1/27/11,jan,disabled,f,27538,urban,divorced,63,10,6,4,3,personal auto,personal l2,offer1,call center,285,four-door car,medsize
6217,north west,6966,no,extended,college,2/10/11,feb,disabled,m,27972,urban,married,90,13,7,0,8,corporate auto,corporate l3,offer3,call center,240,two-door car,medsize
6218,central,5310,no,basic,high school or below,1/16/11,jan,employed,f,73102,rural,married,66,35,46,0,4,corporate auto,corporate l3,offer2,branch,117,four-door car,small
6219,north west,9268,no,basic,bachelor,2/13/11,feb,employed,f,57052,urban,married,115,7,56,1,4,corporate auto,corporate l3,offer3,agent,483,suv,medsize
6220,north west,2542,no,basic,college,2/13/11,feb,employed,f,37072,suburban,married,64,1,1,0,1,personal auto,personal l3,offer3,call center,307,four-door car,large
6221,north west,4807,no,basic,college,1/29/11,jan,unemployed,f,34969,suburban,single,69,4,69,0,9,personal auto,personal l2,offer1,agent,496,suv,medsize
6222,west region,4050,no,premium,high school or below,1/1/11,jan,employed,m,82758,rural,married,101,16,37,0,1,personal auto,personal l2,offer2,branch,179,two-door car,large
6223,east,4617,no,basic,bachelor,1/25/11,jan,medical leave,f,16764,suburban,married,61,13,79,0,7,personal auto,personal l3,offer1,branch,292,four-door car,medsize
6224,north west,10208,yes,extended,college,2/14/11,feb,employed,f,35482,suburban,married,129,2,59,0,3,personal auto,personal l3,offer1,branch,619,suv,medsize
6225,west region,5904,no,basic,bachelor,1/1/11,jan,employed,f,89953,urban,single,74,3,42,0,3,corporate auto,corporate l3,offer2,web,274,four-door car,medsize
6226,north west,5808,no,basic,master,1/7/11,jan,employed,f,43282,rural,divorced,72,3,3,0,3,personal auto,personal l1,offer2,web,166,two-door car,medsize
6227,north west,7275,no,basic,college,2/16/11,feb,employed,m,27984,suburban,married,62,7,51,1,2,personal auto,personal l3,offer3,call center,445,four-door car,medsize
6228,west region,6265,yes,extended,doctor,1/13/11,jan,unemployed,f,94297,suburban,married,84,18,25,1,4,personal auto,personal l2,offer1,agent,481,four-door car,medsize
6229,west region,26730,no,extended,doctor,2/12/11,feb,medical leave,m,21275,suburban,divorced,240,3,58,0,2,personal auto,personal l1,offer3,agent,1152,luxury suv,medsize
6230,north west,7123,no,extended,bachelor,1/21/11,jan,employed,m,21835,suburban,married,92,2,83,0,3,personal auto,personal l2,offer4,agent,621,two-door car,medsize
6231,north west,4121,no,basic,bachelor,1/24/11,jan,unemployed,f,14483,suburban,single,67,7,8,3,3,personal auto,personal l3,offer1,agent,482,two-door car,medsize
6232,north west,2746,no,extended,bachelor,1/24/11,jan,unemployed,m,40888,suburban,single,84,25,44,0,1,personal auto,personal l3,offer4,call center,604,four-door car,medsize
6233,west region,8595,no,basic,bachelor,1/8/11,jan,employed,m,34621,suburban,married,108,21,32,1,8,corporate auto,corporate l3,offer1,branch,621,suv,medsize
6234,west region,7426,no,extended,bachelor,1/17/11,jan,medical leave,m,19634,suburban,married,98,29,89,0,6,corporate auto,corporate l3,offer1,branch,470,two-door car,small
6235,west region,8658,yes,basic,college,2/7/11,feb,employed,m,62464,urban,married,109,23,45,0,4,personal auto,personal l3,offer2,agent,400,sports car,medsize
6236,east,2794,no,basic,college,1/22/11,jan,employed,f,39783,suburban,single,72,28,43,0,1,personal auto,personal l1,offer1,branch,345,two-door car,medsize
6237,west region,4835,no,basic,high school or below,1/5/11,jan,unemployed,m,68732,suburban,single,71,11,71,0,6,personal auto,personal l2,offer3,agent,511,four-door car,medsize
6238,west region,4386,yes,basic,college,2/11/11,feb,retired,m,10621,suburban,single,67,28,22,0,5,personal auto,personal l3,offer1,agent,321,four-door car,medsize
6239,east,9002,no,premium,high school or below,2/25/11,feb,employed,m,61374,rural,married,113,5,27,0,3,corporate auto,corporate l1,offer2,call center,210,two-door car,medsize
6240,central,8365,no,premium,high school or below,2/17/11,feb,disabled,f,27042,suburban,divorced,110,17,3,0,7,personal auto,personal l1,offer2,branch,1263,four-door car,medsize
6241,central,31234,no,extended,bachelor,1/1/11,jan,employed,f,70164,urban,divorced,88,34,3,0,2,personal auto,personal l3,offer2,agent,375,two-door car,medsize
6242,north west,5088,no,basic,bachelor,1/5/11,jan,unemployed,f,19478,suburban,single,71,31,52,0,4,corporate auto,corporate l2,offer1,branch,511,four-door car,small
6243,central,7550,no,basic,high school or below,1/15/11,jan,unemployed,f,10081,suburban,married,100,20,48,0,6,corporate auto,corporate l3,offer1,agent,480,suv,small
6244,north west,14158,no,basic,bachelor,2/26/11,feb,employed,f,83235,suburban,married,70,16,33,0,2,personal auto,personal l3,offer2,agent,336,four-door car,medsize
6245,east,3226,no,extended,bachelor,2/6/11,feb,medical leave,m,19948,suburban,divorced,89,5,84,0,1,personal auto,personal l2,offer1,branch,427,four-door car,medsize
6246,central,21504,no,basic,college,1/8/11,jan,employed,m,60228,urban,divorced,112,23,28,1,2,personal auto,personal l2,offer1,agent,286,four-door car,small
6247,west region,2715,no,basic,doctor,2/11/11,feb,medical leave,m,20848,suburban,married,71,9,76,0,1,corporate auto,corporate l1,offer4,agent,350,four-door car,small
6248,west region,7408,no,basic,high school or below,1/11/11,jan,employed,m,62810,rural,married,187,14,22,1,1,corporate auto,corporate l2,offer3,web,32,luxury car,medsize
6249,central,5243,no,basic,bachelor,1/17/11,jan,employed,f,36615,urban,married,65,14,7,0,5,special auto,special l2,offer2,call center,264,four-door car,medsize
6250,central,4100,no,premium,bachelor,1/20/11,jan,employed,f,51193,rural,married,104,31,21,2,1,personal auto,personal l2,offer1,agent,97,two-door car,medsize
6251,east,10963,yes,premium,high school or below,2/8/11,feb,employed,m,55687,suburban,divorced,276,33,91,0,1,personal auto,personal l2,offer1,agent,1324,luxury suv,medsize
6252,north west,3157,no,extended,bachelor,2/2/11,feb,employed,m,46655,urban,single,82,27,20,0,1,personal auto,personal l2,offer1,agent,336,four-door car,medsize
6253,west region,7281,no,extended,college,2/7/11,feb,employed,m,47482,suburban,married,93,19,45,0,3,corporate auto,corporate l1,offer2,branch,594,four-door car,small
6254,west region,3135,no,extended,college,1/3/11,jan,employed,f,55855,urban,married,79,10,71,0,1,personal auto,personal l2,offer4,branch,272,four-door car,medsize
6255,west region,2357,no,basic,college,2/11/11,feb,unemployed,f,40033,urban,married,65,5,59,1,1,personal auto,personal l3,offer2,web,294,four-door car,medsize
6256,central,8966,no,extended,high school or below,1/30/11,jan,employed,m,41829,suburban,married,76,19,41,0,2,personal auto,personal l2,offer2,call center,416,two-door car,medsize
6257,north west,4209,no,premium,bachelor,1/15/11,jan,medical leave,f,26435,suburban,married,111,32,50,1,1,corporate auto,corporate l2,offer1,agent,1012,four-door car,small
6258,north west,4686,yes,basic,college,2/12/11,feb,employed,m,58089,suburban,married,118,31,83,0,1,personal auto,personal l3,offer1,agent,566,suv,medsize
6259,central,10213,no,extended,college,1/9/11,jan,employed,f,39719,suburban,divorced,131,1,57,0,3,personal auto,personal l3,offer1,agent,628,sports car,medsize
6260,west region,4448,no,basic,college,2/20/11,feb,employed,m,23006,suburban,married,113,17,60,0,1,personal auto,personal l3,offer1,branch,792,suv,medsize
6261,west region,7651,no,basic,bachelor,1/13/11,jan,employed,f,53330,urban,single,65,8,57,0,2,personal auto,personal l3,offer1,agent,224,four-door car,medsize
6262,north west,2581,no,basic,high school or below,1/24/11,jan,employed,m,35795,suburban,married,65,25,53,0,1,personal auto,personal l3,offer1,agent,312,four-door car,medsize
6263,west region,7465,no,basic,high school or below,2/16/11,feb,unemployed,m,37468,suburban,single,109,4,33,0,8,personal auto,personal l3,offer3,branch,784,suv,medsize
6264,west region,2570,no,basic,high school or below,2/17/11,feb,employed,f,49304,suburban,single,65,28,48,0,1,corporate auto,corporate l2,offer1,agent,312,four-door car,medsize
6265,west region,14635,yes,extended,bachelor,2/27/11,feb,unemployed,f,26000,suburban,divorced,139,5,56,0,2,personal auto,personal l1,offer1,call center,667,suv,medsize
6266,north west,2429,no,basic,bachelor,1/17/11,jan,employed,m,74241,rural,married,61,21,57,0,1,personal auto,personal l3,offer2,agent,138,two-door car,medsize
6267,east,9688,no,basic,college,2/1/11,feb,medical leave,f,24584,urban,single,66,11,74,0,2,corporate auto,corporate l3,offer1,agent,279,four-door car,medsize
6268,central,10677,no,extended,college,1/4/11,jan,employed,f,45732,urban,married,134,22,56,0,9,corporate auto,corporate l2,offer1,call center,611,suv,large
6269,north west,7035,no,premium,high school or below,1/4/11,jan,unemployed,m,90516,suburban,divorced,101,16,88,0,8,corporate auto,corporate l3,offer3,web,727,four-door car,medsize
6270,central,5139,no,basic,high school or below,2/14/11,feb,employed,f,73180,rural,single,64,27,43,0,3,personal auto,personal l3,offer3,call center,132,four-door car,medsize
6271,north west,2925,no,basic,college,1/3/11,jan,employed,f,30752,suburban,married,73,2,37,0,1,personal auto,personal l3,offer4,call center,400,four-door car,small
6272,east,7507,yes,basic,college,2/6/11,feb,employed,m,60920,urban,single,64,10,61,0,2,personal auto,personal l3,offer2,agent,231,two-door car,medsize
6273,central,3056,no,extended,high school or below,2/13/11,feb,employed,f,34317,urban,married,78,6,32,2,1,personal auto,personal l3,offer2,web,263,two-door car,medsize
6274,west region,5384,no,extended,high school or below,1/11/11,jan,unemployed,m,84840,suburban,divorced,78,14,68,0,5,corporate auto,corporate l3,offer3,agent,748,four-door car,medsize
6275,central,5963,no,basic,high school or below,2/17/11,feb,employed,m,94115,suburban,married,74,28,41,0,8,personal auto,personal l2,offer3,call center,409,four-door car,large
6276,north west,8828,no,basic,high school or below,1/27/11,jan,employed,m,86721,suburban,divorced,111,33,10,0,3,corporate auto,corporate l2,offer4,call center,532,suv,large
6277,north west,5517,no,basic,high school or below,1/27/11,jan,employed,f,60596,urban,married,71,20,78,4,3,personal auto,personal l3,offer1,agent,180,four-door car,medsize
6278,west region,5945,no,basic,college,1/17/11,jan,employed,f,65602,rural,married,73,11,14,0,3,personal auto,personal l2,offer3,agent,61,four-door car,medsize
6279,north west,8564,yes,basic,high school or below,2/17/11,feb,employed,m,95697,rural,married,107,29,29,0,9,personal auto,personal l2,offer2,agent,178,sports car,medsize
6280,central,58207,no,extended,high school or below,1/13/11,jan,disabled,m,29295,suburban,married,219,25,50,0,2,personal auto,personal l3,offer1,agent,1328,luxury suv,large
6281,north west,14862,no,extended,high school or below,1/19/11,jan,unemployed,m,22415,suburban,divorced,82,5,16,0,2,personal auto,personal l3,offer4,agent,393,four-door car,medsize
6282,central,2630,no,basic,college,1/14/11,jan,employed,m,80129,rural,married,66,6,70,0,1,personal auto,personal l1,offer4,branch,165,four-door car,medsize
6283,central,2361,no,basic,bachelor,1/30/11,jan,unemployed,f,72185,rural,married,66,17,92,1,1,personal auto,personal l3,offer1,agent,145,four-door car,medsize
6284,east,8717,yes,basic,college,2/14/11,feb,employed,m,83846,suburban,married,74,22,94,3,2,personal auto,personal l2,offer2,agent,355,four-door car,large
6285,north west,7446,no,extended,high school or below,1/15/11,jan,employed,f,98235,urban,divorced,93,21,68,0,8,personal auto,personal l1,offer2,agent,377,four-door car,medsize
6286,north west,2493,no,basic,high school or below,2/1/11,feb,employed,m,37043,rural,divorced,68,25,89,3,1,personal auto,personal l2,offer4,branch,30,two-door car,medsize
6287,central,13270,no,basic,college,1/24/11,jan,employed,m,28727,urban,married,113,7,42,0,2,corporate auto,corporate l1,offer4,branch,350,suv,medsize
6288,west region,2243,no,basic,high school or below,2/24/11,feb,unemployed,f,16133,suburban,single,62,26,18,0,1,personal auto,personal l3,offer4,call center,446,four-door car,medsize
6289,north west,5897,no,basic,high school or below,1/17/11,jan,employed,f,29227,suburban,married,74,0,83,0,7,special auto,special l3,offer1,branch,421,two-door car,medsize
6290,central,7180,no,basic,high school or below,2/26/11,feb,unemployed,f,22780,suburban,single,104,30,96,0,3,special auto,special l1,offer1,web,1210,sports car,medsize
6291,central,5210,no,basic,bachelor,1/4/11,jan,employed,m,89781,rural,single,66,7,89,0,5,special auto,special l2,offer1,agent,37,four-door car,medsize
6292,east,7942,no,premium,high school or below,2/8/11,feb,disabled,f,12181,suburban,divorced,108,10,19,0,4,personal auto,personal l1,offer2,web,591,four-door car,medsize
6293,west region,3903,no,extended,bachelor,1/3/11,jan,employed,f,60068,suburban,married,98,17,75,0,1,personal auto,personal l3,offer2,agent,470,two-door car,small
6294,central,2945,no,extended,high school or below,2/1/11,feb,employed,f,36167,suburban,married,76,9,79,3,1,personal auto,personal l2,offer4,web,364,two-door car,medsize
6295,west region,5325,yes,basic,high school or below,2/21/11,feb,unemployed,m,16714,suburban,married,73,17,44,0,7,personal auto,personal l1,offer2,call center,496,two-door car,medsize
6296,west region,9352,no,extended,high school or below,1/10/11,jan,employed,m,75436,rural,married,78,10,20,0,2,personal auto,personal l2,offer2,agent,9,four-door car,medsize
6297,west region,51337,no,premium,college,2/24/11,feb,employed,f,72794,rural,single,164,3,47,1,2,personal auto,personal l2,offer1,web,50,suv,large
6298,central,6729,no,basic,college,1/11/11,jan,unemployed,m,89690,suburban,single,103,13,20,0,9,personal auto,personal l2,offer1,branch,741,suv,medsize
6299,central,4682,no,basic,college,2/3/11,feb,employed,m,37929,rural,divorced,61,21,35,0,5,corporate auto,corporate l2,offer2,call center,120,four-door car,medsize
6300,north west,7635,no,extended,high school or below,1/7/11,jan,employed,m,30262,suburban,married,98,0,96,1,9,personal auto,personal l3,offer2,agent,499,four-door car,large
6301,north west,4035,no,basic,college,1/4/11,jan,employed,f,55407,urban,married,101,30,68,1,1,personal auto,personal l3,offer3,agent,275,suv,medsize
6302,north west,3339,no,extended,bachelor,1/15/11,jan,unemployed,m,74779,suburban,single,94,20,53,0,1,personal auto,personal l3,offer1,agent,863,suv,medsize
6303,north west,14476,no,extended,college,2/25/11,feb,disabled,f,27572,suburban,married,124,11,57,0,2,corporate auto,corporate l3,offer3,branch,595,suv,medsize
6304,central,21504,no,basic,college,1/8/11,jan,employed,m,60228,urban,divorced,112,23,28,1,2,personal auto,personal l2,offer1,agent,286,suv,medsize
